0.0115,0.0166,0.0196,0.0259,0.0413,0.0436
0.0146,0.0205,0.141,0.1351,0.032,0.0512
0.0312,0.2413,0.3193,0.3235,0.1957,0.0578
0.0326,0.3645,0.6112,0.6189,0.3531,0.0568
0.0601,0.5241,0.6915,0.7861,0.5338,0.06
0.0544,0.5429,0.7179,0.7652,0.5435,0.0643
0.0408,0.487,0.5775,0.598,0.4505,0.0606
0.0317,0.0529,0.4126,0.3904,0.2299,0.0702
0.0309,0.0309,0.032,0.1383,0.0299,0.0478
0.0133,0.032,0.0373,0.0412,0.0415,0.0345
