Control,"(5.83,4.79)",3.511,,,,,,,,,,2000
,"(5.88, 4.79)",3.?,,,,,,,,,,2000
,"(5.88,4.84)",2.37,,,,,,,,,,2000
,"(5.83,4.84)",2.747,,,,,,,,,,2000
,"(5.855,4.815)",2.902,,,,,,,,,,2000
